Ano,Bandeira,Valor de Venda
2009,TDC DISTRIBUIDORA,2.560004269854825
2009,TEMAPE,2.77
2009,UNI,2.4548444444444444
2009,WALENDOWSKY,2.621696132596685
2010,ALESAT,2.607825129181398
2010,AMERICANOIL,2.5809442815249266
2010,ATEM' S,2.681741666666667
2010,BRANCA,2.577015932205584
2010,CHARRUA,2.65147229791099
2010,CIAPETRO,2.578825
2010,DIBRAPE,2.5986438356164383
2010,DISLUB,2.597822102425876
2010,EQUADOR,2.7953484466834593
2010,IDAZA,2.663942857142857
2010,IPIRANGA,2.6181149088606093
2010,LARCO,2.6678214285714286
2010,PETROBAHIA,2.7085600000000003
2010,POTENCIAL,2.5650207006369428
2010,RAIZEN,2.5663554079480018
2010,RAIZEN MIME,2.5668525121555916
2010,REJAILE,2.5238271186440677
2010,RIO BRANCO,2.5897377777777777
2010,ROYAL FIC,2.588039603960396
2010,SABBÁ,2.725774335140718
2010,SETTA DISTRIBUIDORA,2.6203184796854524
2010,SIMARELLI,2.8354183535762485
2010,SP,2.7097977609245216
2010,TAURUS,2.67803557312253
2010,TDC DISTRIBUIDORA,2.610823361823362
2010,TEMAPE,2.7583294117647057
2010,UNI,2.4640438596491228
2010,WALENDOWSKY,2.6436679104477614
2011,ALESAT,2.7917777243589743
2011,AMERICANOIL,2.7229073482428117
2011,ATEM' S,2.872599426386233
2011,BRANCA,2.738061551874455
2011,CHARRUA,2.8003666352497643
2011,CIAPETRO,2.713924892703863
2011,DIBRAPE,2.712992125984252
2011,DISLUB,2.6843152309612983
2011,EQUADOR,2.9377028862478776
2011,IDAZA,2.8616265432098764
2011,IPIRANGA,2.772504464048467
2011,LARCO,2.649452380952381
2011,PETROBAHIA,2.8012109479305742
2011,POTENCIAL,2.736412891986063
2011,RAIZEN,2.737829827407388
2011,RAIZEN MIME,2.722888888888889
2011,REJAILE,2.6351868421052633
2011,RIO BRANCO,2.8353087378640778
2011,ROYAL FIC,2.7003564814814816
2011,SABBÁ,2.8427220785935883
2011,SETTA DISTRIBUIDORA,2.6946333333333334
2011,SIMARELLI,2.947524781341108
2011,SP,2.7897054237288135
2011,TAURUS,2.7883321299638992
2011,TDC DISTRIBUIDORA,2.6655825346112887
2011,TEMAPE,2.765529850746269
2011,UNI,2.5216627906976745
2011,WALENDOWSKY,2.687075630252101
2012,ALESAT,2.7949867676365083
2012,AMERICANOIL,2.7440171821305843
2012,ATEM' S,2.9372405446293497
2012,BRANCA,2.737774150566289
2012,CHARRUA,2.820949763033175
2012,CIAPETRO,2.75103744149766
2012,DIBRAPE,2.755443396226415
2012,DISLUB,2.7004648943421947
2012,EQUADOR,2.9953033794162827
2012,IDAZA,2.9127744565217393
2012,IPIRANGA,2.7771023126637093
2012,LARCO,2.6295510204081634
2012,PETROBAHIA,2.808019841269841
2012,POTENCIAL,2.7792700348432056
2012,RAIZEN,2.7445339174095706
2012,RAIZEN MIME,2.7486594036697247
2012,REJAILE,2.6402296072507556
2012,RIO BRANCO,2.8975927927927927
2012,ROYAL FIC,2.710351145038168
2012,SABBÁ,2.8393146067415733
2012,SETTA DISTRIBUIDORA,2.7050937207122776
2012,SIMARELLI,2.961410130718954
2012,SP,2.79786350877193
2012,TAURUS,2.817071563088512
2012,TDC DISTRIBUIDORA,2.702577752553916
2012,TEMAPE,2.704544217687075
2012,UNI,2.500728571428571
2012,WALENDOWSKY,2.6561222707423577
2013,ALESAT,2.9015137819716914
2013,AMERICANOIL,2.8525483870967743
2013,ATEM' S,3.0488090844570617
2013,BRANCA,2.8556491120356884
2013,CHARRUA,2.952215525114155
2013,CIAPETRO,2.890019298245614
2013,DIBRAPE,2.9455106382978724
2013,DISLUB,2.8340997357992075
2013,EQUADOR,3.1221701769165966
2013,IDAZA,2.9666580976863752
2013,IPIRANGA,2.8921712356392875
2013,LARCO,2.8011752577319586
2013,PETROBAHIA,2.9598978978978976
2013,POTENCIAL,2.8862875399361023
2013,RAIZEN,2.8561059985850012
2013,RAIZEN MIME,2.8829551066217736
2013,REJAILE,2.757882978723404
2013,RIO BRANCO,3.0023417266187047
2013,ROYAL FIC,2.885330827067669
2013,SABBÁ,2.9891614236509763
2013,SETTA DISTRIBUIDORA,2.844693273542601
2013,SIMARELLI,3.0832922535211265
2013,SP,2.941273967551622
2013,TAURUS,3.0682914389799634
2013,TDC DISTRIBUIDORA,2.8100368171021377
2013,TEMAPE,2.8385641025641024
2013,UNI,2.6832168674698793
2013,WALENDOWSKY,2.8095046153846153
2014,ALESAT,3.0102895291637384
2014,AMERICANOIL,2.939186721991701
2014,ATEM' S,3.2198972222222224
2014,BRANCA,2.9735538814075397
2014,CHARRUA,3.042987368421053
2014,CIAPETRO,3.00350081300813
2014,DIBRAPE,3.023953488372093
2014,DISLUB,2.94441456166419
2014,EQUADOR,3.284518656716418
2014,IDAZA,3.059355685131195
2014,IPIRANGA,3.0124502766199317
2014,LARCO,2.942670731707317
2014,PETROBAHIA,3.023518260869565
2014,POTENCIAL,2.971100502512563
2014,RAIZEN,2.9843308783579836
2014,RAIZEN MIME,2.982494382022472
2014,REJAILE,2.887340163934426
2014,RIO BRANCO,3.083884765625
2014,ROYAL FIC,2.9570930232558137
2014,SABBÁ,3.1444367006003655
2014,SETTA DISTRIBUIDORA,2.93501072386059
2014,SIMARELLI,3.153557939914163
2014,SP,3.070714224137931
2014,TAURUS,3.17428
2014,TDC DISTRIBUIDORA,2.875842406876791
2014,TEMAPE,2.935677419354839
2014,UNI,2.8145915492957747
2014,WALENDOWSKY,2.944120218579235
2015,ALESAT,3.3550742216456637
2015,AMERICANOIL,3.252817679558011
2015,ATEM' S,3.6718338533541344
2015,BRANCA,3.299091255406296
2015,CHARRUA,3.357062222222222
2015,CIAPETRO,3.366827868852459
2015,DIBRAPE,3.30134
2015,DISLUB,3.2960827956989247
2015,EQUADOR,3.7067926186291738
2015,IDAZA,3.324880819366853
2015,IPIRANGA,3.3577147928803113
2015,LARCO,3.481279069767442
2015,PETROBAHIA,3.4464444444444444
2015,POTENCIAL,3.279953658536585
2015,RAIZEN,3.352573462523007
2015,RAIZEN MIME,3.2200348162475825
2015,REJAILE,3.1313807339449538
2015,RIO BRANCO,3.3681498973305954
2015,ROYAL FIC,3.193290909090909
2015,SABBÁ,3.5074075043630017
2015,SETTA DISTRIBUIDORA,3.281204365079365
2015,SIMARELLI,3.4774446854663776
2015,SP,3.4671727099236644
2015,TAURUS,3.464179487179487
2015,TDC DISTRIBUIDORA,3.296066282420749
2015,TEMAPE,3.3558278145695364
2015,UNI,3.0474324324324322
2015,WALENDOWSKY,3.2497605633802817
2016,ALESAT,3.726737414827621
2016,AMERICANOIL,3.6458823529411766
2016,ATEM' S,3.877831600831601
2016,BRANCA,3.6684362438815334
2016,CHARRUA,3.9203099415204683
2016,CIAPETRO,3.7335145929339477
2016,DIBRAPE,3.5195250000000002
2016,DISLUB,3.7292203647416415
2016,EQUADOR,4.08062380538662
2016,IDAZA,3.620153846153846
2016,IPIRANGA,3.7510058633013177
2016,LARCO,3.7738955223880595
2016,PETROBAHIA,3.7698685185185186
2016,POTENCIAL,3.635945137157107
2016,RAIZEN,3.705063361489094
2016,RAIZEN MIME,3.5200359281437126
2016,REJAILE,3.449200956937799
2016,RIO BRANCO,3.855214659685864
2016,ROYAL FIC,3.4060779220779223
2016,SABBÁ,3.8761317614424406
2016,SETTA DISTRIBUIDORA,3.773
2016,SIMARELLI,3.7766181434599155
2016,SP,3.911466404886562
2016,TAURUS,3.65732059447983
2016,TDC DISTRIBUIDORA,3.658765625
2016,TEMAPE,3.8179568965517245
2016,UNI,3.4385
2016,WALENDOWSKY,3.4380535714285716
2017,ALESAT,3.8050847913862715
2017,AMERICANOIL,3.5971617647058824
2017,ATEM' S,3.9032400000000003
2017,BRANCA,3.7078523402936288
2017,CHARRUA,3.9619260628465804
2017,CIAPETRO,3.78875442043222
2017,DIBRAPE,3.6472661290322583
2017,DISLUB,3.7186418511066397
2017,EQUADOR,4.202752136752137
2017,IDAZA,3.7101658415841583
2017,IPIRANGA,3.793776389074545
2017,LARCO,3.6588148148148147
2017,PETROBAHIA,3.8585113636363633
2017,POTENCIAL,3.742787610619469
2017,RAIZEN,3.7635407019574827
2017,RAIZEN MIME,3.6397877604166666
2017,REJAILE,3.5247428571428574
2017,RIO BRANCO,3.91590099009901
2017,ROYAL FIC,3.534772727272727
2017,SABBÁ,3.86789231873654
2017,SETTA DISTRIBUIDORA,3.7332795698924732
2017,SIMARELLI,3.8883573667711597
2017,SP,3.8951603711066936
2017,TAURUS,3.7423846153846156
2017,TDC DISTRIBUIDORA,3.589523364485981
2017,TEMAPE,3.7298444444444443
2017,UNI,3.479512195121951
2017,WALENDOWSKY,3.3790454545454547
2018,ALESAT,4.490533991079876
2018,AMERICANOIL,4.149239726027397
2018,ATEM' S,4.513196333078686
2018,BRANCA,4.384188219120135
2018,CHARRUA,4.684919117647059
2018,CIAPETRO,4.4297383720930235
2018,DIBRAPE,4.140651898734178
2018,DISLUB,4.398192052980133
2018,EQUADOR,4.714891181988743
2018,IDAZA,4.381058577405858
2018,IPIRANGA,4.463306417363525
2018,LARCO,4.448407407407408
2018,PETROBAHIA,4.59302523659306
2018,POTENCIAL,4.345811244979919
2018,RAIZEN,4.461751676822586
2018,RAIZEN MIME,4.096569570135746
2018,REJAILE,4.072377777777778
2018,RIO BRANCO,4.69251951951952
2018,ROYAL FIC,4.2103768115942035
2018,SABBÁ,4.441385013623978
2018,SETTA DISTRIBUIDORA,4.328270270270271
2018,SIMARELLI,4.624938080495356
2018,SP,4.505822331460674
2018,TAURUS,4.3297207602339185
2018,TDC DISTRIBUIDORA,4.312997881355932
2018,TEMAPE,4.336804733727811
2018,UNI,4.102692307692307
2018,WALENDOWSKY,4.23675
2019,ALESAT,4.503567190463289
2019,AMERICANOIL,4.1215847457627115
2019,ATEM' S,4.30918990889979
2019,BRANCA,4.354890022227245
2019,CHARRUA,4.587518388791594
2019,CIAPETRO,4.415372859025033
2019,DIBRAPE,4.110222222222222
2019,DISLUB,4.397604712041884
2019,EQUADOR,4.615385714285715
2019,IDAZA,4.378904017857143
2019,IPIRANGA,4.420192534118277
2019,LARCO,4.479780821917808
2019,PETROBAHIA,4.717757936507937
2019,POTENCIAL,4.146704845814978
2019,RAIZEN,4.437597015571871
2019,RAIZEN MIME,4.0670494997367035
2019,REJAILE,4.002481751824818
2019,RIO BRANCO,4.7111800486618005
2019,ROYAL FIC,4.310152
2019,SABBÁ,4.492602635580335
2019,SETTA DISTRIBUIDORA,4.419458041958042
2019,SIMARELLI,4.501432234432235
2019,SP,4.570477715877438
2019,TAURUS,4.284261937244202
2019,TDC DISTRIBUIDORA,4.341150537634409
2019,TEMAPE,4.397941176470588
2019,UNI,4.050745098039216
2019,WALENDOWSKY,4.059117647058823
2020,ALESAT,4.350062405731523
2020,AMERICANOIL,4.193368421052631
2020,ATEM' S,4.333631665299426
2020,BRANCA,4.206610342517047
2020,CHARRUA,4.415010989010989
2020,CIAPETRO,4.220578838174274
2020,DIBRAPE,4.032661290322581
2020,DISLUB,4.336889230769231
2020,EQUADOR,4.499636699507389
2020,IDAZA,4.252917159763314
2020,IPIRANGA,4.2900024615048
2020,LARCO,4.329336633663366
2020,PETROBAHIA,4.495193548387097
2020,POTENCIAL,4.1451290322580645
2020,RAIZEN,4.297060972342136
2020,RAIZEN MIME,4.134938136256852
2020,REJAILE,4.0233625
2020,RIO BRANCO,4.4797743589743595
2020,ROYAL FIC,4.534828571428571
2020,SABBÁ,4.3500502283105025
2020,SETTA DISTRIBUIDORA,4.225384236453202
2020,SIMARELLI,4.35974011299435
2020,SP,4.395976963350786
2020,TAURUS,4.295568141592921
2020,TDC DISTRIBUIDORA,4.236212264150943
2020,TEMAPE,4.326363636363637
2020,UNI,3.8541176470588234
2020,WALENDOWSKY,4.299
2021,ALESAT,6.004958130261409
2021,AMERICANOIL,5.7086266666666665
2021,ATEM' S,5.729050949913645
2021,BRANCA,5.8157410972459616
2021,CHARRUA,6.50598023715415
2021,CIAPETRO,5.986328671328671
2021,DIBRAPE,5.898487804878049
2021,DISLUB,5.937100233100233
2021,EQUADOR,6.120493351063829
2021,IDAZA,5.9334101941747575
2021,IPIRANGA,5.888790445263589
2021,LARCO,6.1446875
2021,PETROBAHIA,6.2957777777777775
2021,POTENCIAL,5.90706015037594
2021,RAIZEN,5.888940167530913
2021,RAIZEN MIME,5.747811090225564
2021,REJAILE,5.807046511627907
2021,RIO BRANCO,6.304200819672131
2021,ROYAL FIC,5.818193548387097
2021,SABBÁ,5.889634768740032
2021,SETTA DISTRIBUIDORA,5.652918604651163
2021,SIMARELLI,6.128692307692308
2021,SP,6.093809583858763
2021,TAURUS,5.927909270216962
2021,TDC DISTRIBUIDORA,5.976362162162162
2021,TEMAPE,5.942747663551402
2021,UNI,5.2844999999999995
2021,WALENDOWSKY,5.915
2022,ALESAT,6.293081663326653
2022,AMERICANOIL,6.491321428571429
2022,ATEM' S,6.4680244541484715
2022,BRANCA,6.280402352335967
2022,CHARRUA,6.184066496163682
2022,CIAPETRO,6.410947368421052
2022,DIBRAPE,6.471393442622951
2022,DISLUB,6.458526011560694
2022,EQUADOR,6.7383872135102525
2022,IDAZA,6.39954128440367
2022,IPIRANGA,6.231682872007274
2022,LARCO,6.7355294117647055
2022,PETROBAHIA,7.039499999999999
2022,POTENCIAL,6.151973684210526
2022,RAIZEN,6.336876342700009
2022,RAIZEN MIME,6.248241129032259
2022,REJAILE,6.0265
2022,RIO BRANCO,6.626531365313653
2022,ROYAL FIC,6.125961538461539
2022,SABBÁ,6.492895881383855
2022,SETTA DISTRIBUIDORA,6.4082291666666675
2022,SIMARELLI,6.645396825396825
2022,SP,6.773459196102315
2022,TAURUS,6.36134328358209
2022,TDC DISTRIBUIDORA,6.5382456140350875
2022,TEMAPE,6.700352941176471
2022,UNI,6.23025
2022,WALENDOWSKY,6.445714285714287
2023,ALESAT,5.358706356311549
2023,AMERICANOIL,5.438888888888889
2023,ATEM' S,5.954430107526882
2023,BRANCA,5.238172768909009
2023,CHARRUA,5.311762295081967
2023,CIAPETRO,5.285918367346938
2023,DIBRAPE,5.235
2023,DISLUB,5.3939919354838715
2023,EQUADOR,5.8985416666666675
2023,IDAZA,5.295714285714285
2023,IPIRANGA,5.381020102384817
2023,LARCO,5.350434782608696
2023,PETROBAHIA,5.567605633802817
2023,POTENCIAL,5.50776397515528
2023,RAIZEN,5.32989426381179
2023,RAIZEN MIME,5.479372469635628
2023,REJAILE,5.5476190476190474
2023,RIO BRANCO,5.309473684210526
2023,ROYAL FIC,4.973076923076923
2023,SABBÁ,5.413987511150758
2023,SETTA DISTRIBUIDORA,5.212666666666666
2023,SIMARELLI,5.098823529411765
2023,SP,5.653196721311476
2023,TAURUS,5.222083333333334
2023,TDC DISTRIBUIDORA,5.139220779220779
2023,TEMAPE,5.252222222222223
2023,UNI,5.432916666666666
2023,WALENDOWSKY,5.671818181818182
